"","Accession","Seed color","Tipburn","Height (cm)","Bolting time (days)","Leaf color","Leaf shape","Leaf margin","Leaf wrinkle","Leaf thickness","Twisted vein","Leaf blister","Degree of heading","Damaged leaf"
"760",760,"light brown","normal","110","58","green","ovate","entire","slight wrinkle","normal","No","slight blister","loose leaf","No"
"761",761,"white","normal","120","71","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"762",762,"white","slight tipburn","150","68","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"763",763,"light brown","slight tipburn","110","69","green","ovate","entire","slight wrinkle","thick","Yes","slight blister","closed heading","No"
"764",764,"white","tipburn","100","68","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"765",765,"white","slight tipburn","115","70","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"766",766,"NA","tipburn","110","63","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"767",767,"white","normal","110","54","green","ovate","entire","slight wrinkle","normal","No","slight blister","loose leaf","No"
"768",768,"white","tipburn","90","63","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"769",769,"white","tipburn","120","49","green","orbicular","entire","slight wrinkle","thick","Yes","slight blister","closed heading","Yes"
"770",770,"white","tipburn","140","68","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"771",771,"white","normal","140","54","light green","orbicular","entire","slight wrinkle","normal","Yes","smooth","loose leaf","No"
"772",772,"light brown","tipburn","120","71","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"773",773,"white","slight tipburn","140","63","green","orbicular","entire","slight wrinkle","thick","Yes","slight blister","closed heading","Yes"
"774",774,"white","tipburn","140","61","light green","ovate","serrate","wrinkle","normal","Yes","blister","closed heading","No"
"775",775,"white","NA","140","69","green","oblong","entire","smooth","normal","Yes","blister","loose leaf","No"
"776",776,"white","slight tipburn","110","68","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"777",777,"light brown","tipburn","120","69","light green","orbicular","entire","slight wrinkle","thick","Yes","blister","closed heading","Yes"
"778",778,"white","tipburn","125","70","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"779",779,"light brown","slight tipburn","110","70","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"780",780,"white","tipburn","110","61","dark green","oblong","entire","slight wrinkle","normal","Yes","blister","closed heading","Yes"
"781",781,"NA","slight tipburn","110","68","light green","oblong","entire","slight wrinkle","normal","Yes","slight blister","loose leaf","Yes"
"782",782,"white","tipburn","105","70","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"783",783,"light brown","tipburn","130","49","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"784",784,"white","tipburn","NA","70","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"785",785,"white","tipburn","130","63","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"786",786,"light brown","tipburn","100","63","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"787",787,"white","tipburn","125","70","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"788",788,"NA","tipburn","120","63","light green","ovate","entire","slight wrinkle","normal","Yes","blister","closed heading","Yes"
"789",789,"light brown","normal","200","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"790",790,"white","normal","110","80","light green","orbicular","entire","smooth","normal","No","smooth","closed heading","Yes"
"791",791,"light brown","NA","110","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"792",792,"white","slight tipburn","115","78","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"793",793,"black","slight tipburn","110","70","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"794",794,"light brown","slight tipburn","110","69","light green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"795",795,"white","tipburn","125","68","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"796",796,"white","normal","100","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"797",797,"light brown","normal","140","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"798",798,"light brown","normal","145","71","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"799",799,"black","normal","130","NA","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"800",800,"white","normal","130","70","light green","orbicular","serrate","smooth","normal","No","slight blister","heading","Yes"
"801",801,"white","normal","170","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"802",802,"black","normal","150","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"803",803,"NA","NA","100","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"804",804,"white","normal","160","49","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"805",805,"white","normal","140","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"806",806,"black","normal","150","89","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"807",807,"light brown","NA","200","54","dark green","lanceolate","dissected","smooth","thin","No","smooth","loose leaf","No"
"808",808,"white","normal","160","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"809",809,"black","slight tipburn","130","89","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"810",810,"NA","tipburn","130","64","light green","orbicular","entire","smooth","normal","No","slight blister","closed heading","Yes"
"811",811,"light brown","normal","100","80","light green","ovate","serrate","smooth","normal","No","slight blister","loose leaf","No"
"812",812,"black","normal","170","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"813",813,"white","tipburn","130","89","light green","orbicular","serrate","smooth","normal","No","slight blister","closed heading","Yes"
"814",814,"black","normal","130","80","green","orbicular","serrate","smooth","thick","Yes","slight blister","heading","Yes"
"815",815,"black","NA","NA","NA","dark green","lanceolate","dissected","smooth","thin","No","smooth","loose leaf","No"
"816",816,"light brown","normal","170","81","light green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"817",817,"white","slight tipburn","120","79","light green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"818",818,"white","normal","160","79","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"819",819,"white","normal","100","81","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"820",820,"black","normal","170","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"821",821,"black","normal","100","54","green","ovate","serrate","smooth","normal","No","slight blister","loose leaf","Yes"
"822",822,"black","tipburn","110","70","green","orbicular","serrate","smooth","normal","No","slight blister","closed heading","Yes"
"823",823,"white","normal","100","89","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"824",824,"black","normal","140","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"825",825,"black","tipburn","130","81","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"826",826,"white","normal","110","78","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"827",827,"black","normal","140","79","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"828",828,"black","normal","130","79","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"829",829,"white","normal","160","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"830",830,"white","normal","140","69","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","No"
"831",831,"white","normal","160","81","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","No"
"832",832,"white","normal","100","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"833",833,"NA","slight tipburn","140","89","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"834",834,"light brown","tipburn","130","68","green","ovate","entire","smooth","normal","No","slight blister","loose leaf","Yes"
"835",835,"light brown","tipburn","90","69","light green","ovate","crenate","smooth","normal","No","blister","loose leaf","Yes"
"836",836,"black","tipburn","110","78","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","Yes"
"837",837,"black","normal","160","79","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","No"
"838",838,"black","NA","140","81","green","ovate","serrate","smooth","normal","No","blister","loose leaf","Yes"
"839",839,"light brown","slight tipburn","165","79","green","orbicular","serrate","smooth","normal","NA","slight blister","closed heading","Yes"
"840",840,"light brown","NA","130","70","green","oblong","crenate","smooth","thick","No","slight blister","closed heading","Yes"
"841",841,"white","normal","140","68","green","orbicular","serrate","smooth","normal","Yes","slight blister","closed heading","Yes"
"842",842,"white","slight tipburn","160","75","green","orbicular","serrate","smooth","normal","Yes","slight blister","closed heading","Yes"
"843",843,"light brown","tipburn","130","71","light green","orbicular","entire","smooth","normal","No","slight blister","closed heading","Yes"
"844",844,"black","normal","190","80","green","orbicular","serrate","smooth","normal","Yes","slight blister","closed heading","Yes"
"845",845,"white","normal","130","79","green","orbicular","serrate","smooth","normal","Yes","slight blister","closed heading","Yes"
"846",846,"light brown","NA","NA","85","green","orbicular","serrate","smooth","normal","Yes","slight blister","heading","No"
"847",847,"NA","normal","140","71","green","orbicular","serrate","smooth","normal","Yes","slight blister","closed heading","Yes"
"848",848,"NA","slight tipburn","NA","NA","green","orbicular","serrate","smooth","normal","Yes","slight blister","closed heading","Yes"
"849",849,"dark brown","NA","140","63","dark green","ovate","entire","smooth","normal","No","blister","loose leaf","No"
"850",850,"black","NA","150","63","green","linear","dissected","smooth","normal","No","slight blister","loose leaf","Yes"
"851",851,"black","NA","160","49","green","ovate","serrate","smooth","normal","No","blister","loose leaf","Yes"
"852",852,"light brown","NA","160","68","dark purple","ovate","serrate","smooth","normal","No","blister","loose leaf","Yes"
"853",853,"black","NA","140","58","green","oblong","serrate","slight wrinkle","normal","No","blister","loose leaf","Yes"
"854",854,"black","NA","150","58","green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","Yes"
"855",855,"black","NA","110","54","dark green","ovate","crenate","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"856",856,"black","NA","130","61","green","orbicular","entire","smooth","normal","No","blister","loose leaf","Yes"
"857",857,"black","NA","150","54","light green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","No"
"858",858,"black","NA","140","54","light green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","No"
"859",859,"black","NA","150","54","light green","ovate","entire","smooth","thick","No","slight blister","loose leaf","Yes"
"860",860,"gray","NA","160","54","green","ovate","serrate","slight wrinkle","thin","No","blister","loose leaf","Yes"
"861",861,"white","NA","130","54","green","ovate","serrate","slight wrinkle","thin","No","slight blister","loose leaf","Yes"
"862",862,"white","NA","130","54","green","ovate","laciniate","smooth","thin","No","smooth","loose leaf","No"
"863",863,"black","NA","120","63","green","oblong","entire","smooth","normal","No","smooth","closed heading","Yes"
"864",864,"black","NA","100","89","light purple","ovate","serrate","slight wrinkle","normal","No","slight blister","loose leaf","No"
"865",865,"white","NA","110","49","light green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","Yes"
"866",866,"black","NA","110","63","dark green","ovate","crenate","smooth","normal","No","slight blister","loose leaf","Yes"
"867",867,"black","NA","130","64","dark green","oblong","crenate","smooth","normal","No","blister","loose leaf","Yes"
"868",868,"white","NA","100","61","light green","oblong","entire","smooth","normal","No","smooth","closed heading","Yes"
"869",869,"white","NA","130","54","green","ovate","serrate","slight wrinkle","normal","No","smooth","loose leaf","Yes"
"870",870,"light brown","NA","120","61","green","oblong","entire","smooth","normal","No","blister","loose leaf","Yes"
"871",871,"dark brown","NA","150","54","light green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","No"
"872",872,"white","NA","130","70","green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"873",873,"black","NA","110","54","green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","No"
"874",874,"black","NA","90","64","light green","ovate","serrate","smooth","normal","No","blister","loose leaf","Yes"
"875",875,"white","NA","100","69","light green","ovate","crenate","smooth","normal","No","blister","loose leaf","No"
"876",876,"black","NA","110","49","green","ovate","entire","smooth","normal","No","slight blister","loose leaf","Yes"
"877",877,"light brown","NA","120","49","dark green","lanceolate","entire","smooth","normal","No","blister","loose leaf","Yes"
"878",878,"white","NA","120","63","green","ovate","crenate","slight wrinkle","normal","No","slight blister","closed heading","Yes"
"879",879,"black","NA","140","54","dark green","oblong","entire","smooth","normal","No","smooth","loose leaf","Yes"
"880",880,"white","NA","120","63","dark purple","ovate","serrate","slight wrinkle","thin","No","slight blister","loose leaf","Yes"
"881",881,"black","NA","130","54","dark green","oblong","entire","slight wrinkle","thick","No","blister","loose leaf","Yes"
"882",882,"white","NA","120","64","dark green","ovate","crenate","wrinkle","normal","No","blister","loose leaf","Yes"
"883",883,"NA","NA","140","64","dark green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","No"
"884",884,"dark brown","NA","120","63","light green","lanceolate","dissected","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"885",885,"black","NA","120","64","green","oblong","entire","smooth","thick","No","slight blister","heading","Yes"
"886",886,"black","NA","150","54","green","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","Yes"
"887",887,"light brown","NA","150","64","dark purple","ovate","serrate","wrinkle","normal","No","slight blister","loose leaf","Yes"
"888",888,"NA","NA","140","49","light green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","Yes"
"889",889,"gray","NA","150","64","light green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","Yes"
"890",890,"light brown","NA","200","64","dark green","ovate","laciniate","slight wrinkle","normal","No","smooth","loose leaf","Yes"
"891",891,"black","NA","140","63","light green","ovate","serrate","wrinkle","normal","No","slight blister","loose leaf","Yes"
"892",892,"black","NA","160","58","dark green","oblong","entire","slight wrinkle","normal","No","blister","loose leaf","Yes"
"893",893,"black","NA","110","54","light green","ovate","serrate","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"894",894,"white","NA","130","54","green","oblong","serrate","slight wrinkle","normal","No","blister","closed heading","Yes"
"895",895,"black","NA","130","49","light green","lanceolate","crenate","smooth","thick","No","smooth","loose leaf","Yes"
"896",896,"white","tipburn","150","54","green","ovate","serrate","slight wrinkle","normal","Yes","blister","closed heading","Yes"
"897",897,"white","NA","130","71","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"898",898,"white","NA","130","61","green","oblong","serrate","smooth","normal","Yes","smooth","closed heading","No"
"899",899,"dark brown","NA","150","68","green","lanceolate","entire","smooth","normal","No","slight blister","loose leaf","No"
"900",900,"white","NA","160","68","green","oblong","serrate","smooth","normal","Yes","slight blister","closed heading","No"
"901",901,"black","NA","140","63","dark green","oblong","entire","smooth","normal","No","blister","loose leaf","Yes"
"902",902,"dark brown","tipburn","150","63","green","ovate","serrate","wrinkle","normal","Yes","blister","loose leaf","Yes"
"903",903,"dark brown","NA","170","54","dark green","oblong","serrate","slight wrinkle","thick","No","slight blister","loose leaf","No"
"904",904,"dark brown","NA","145","54","green","oblong","serrate","smooth","normal","No","blister","loose leaf","No"
"905",905,"light brown","NA","130","54","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"906",906,"white","NA","140","80","dark green","oblong","entire","smooth","normal","Yes","slight blister","heading","No"
"907",907,"light brown","NA","145","58","green","oblong","serrate","slight wrinkle","normal","No","blister","loose leaf","No"
"908",908,"dark brown","NA","100","NA","dark green","oblong","entire","smooth","thick","No","smooth","loose leaf","No"
"909",909,"white","NA","160","69","green","oblong","entire","smooth","normal","Yes","slight blister","closed heading","No"
"910",910,"dark brown","normal","140","70","light green","ovate","serrate","wrinkle","normal","Yes","slight blister","heading","Yes"
"911",911,"light brown","NA","180","54","dark green","oblong","entire","smooth","thick","No","slight blister","loose leaf","No"
"912",912,"white","NA","90","64","green","oblong","entire","smooth","normal","Yes","blister","heading","No"
"913",913,"light brown","NA","110","63","green","oblong","entire","smooth","thick","No","blister","loose leaf","No"
"914",914,"white","NA","130","54","dark green","oblong","serrate","smooth","thick","No","slight blister","loose leaf","No"
"915",915,"dark brown","NA","170","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","Yes"
"916",916,"white","NA","140","61","green","oblong","serrate","smooth","normal","No","blister","loose leaf","No"
"917",917,"white","normal","140","70","dark green","ovate","serrate","slight wrinkle","thick","Yes","blister","heading","No"
"918",918,"white","NA","120","54","green","oblong","entire","smooth","normal","Yes","slight blister","heading","No"
"919",919,"white","NA","150","54","dark green","oblong","entire","smooth","thick","No","slight blister","loose leaf","No"
"920",920,"white","NA","110","49","green","oblong","entire","smooth","normal","Yes","slight blister","heading","No"
"921",921,"white","NA","140","63","light green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","No"
"922",922,"black","NA","130","70","dark green","oblong","entire","smooth","normal","Yes","slight blister","heading","No"
"923",923,"light brown","NA","140","68","dark green","oblong","entire","smooth","thick","No","slight blister","loose leaf","No"
"924",924,"light brown","normal","120","54","light green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","No"
"925",925,"dark brown","NA","125","54","dark green","oblong","entire","smooth","thick","No","blister","loose leaf","Yes"
"926",926,"dark brown","NA","120","61","green","oblong","serrate","smooth","normal","No","slight blister","loose leaf","No"
"927",927,"black","NA","150","63","dark green","oblong","entire","smooth","normal","No","slight blister","loose leaf","No"
"928",928,"white","NA","175","68","light green","ovate","serrate","wrinkle","normal","Yes","blister","loose leaf","No"
"929",929,"white","NA","110","58","green","oblong","entire","slight wrinkle","normal","No","slight blister","loose leaf","No"
"930",930,"dark brown","normal","160","58","dark green","oblong","serrate","smooth","thick","No","slight blister","loose leaf","No"
"931",931,"white","NA","100","49","green","oblong","serrate","smooth","normal","Yes","slight blister","heading","No"
"932",932,"white","NA","120","54","light green","oblong","entire","smooth","normal","Yes","slight blister","heading","Yes"
"933",933,"dark brown","NA","120","54","light green","ovate","serrate","wrinkle","normal","Yes","blister","loose leaf","No"
"934",934,"black","NA","130","73","dark green","lanceolate","dissected","slight wrinkle","thick","No","smooth","loose leaf","No"
"935",935,"white","NA","120","63","green","oblong","entire","smooth","normal","Yes","slight blister","heading","Yes"
"936",936,"black","NA","120","63","green","oblong","entire","smooth","normal","Yes","slight blister","heading","Yes"
"937",937,"light brown","NA","100","54","dark green","oblong","entire","slight wrinkle","thick","No","slight blister","loose leaf","No"
"938",938,"white","tipburn","140","64","light green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"939",939,"light brown","NA","130","54","dark green","lanceolate","entire","smooth","thick","No","smooth","loose leaf","No"
"940",940,"light brown","NA","120","54","dark green","oblong","entire","slight wrinkle","thick","Yes","smooth","loose leaf","No"
"941",941,"white","NA","140","49","green","oblong","entire","smooth","normal","Yes","slight blister","heading","No"
"942",942,"light brown","normal","150","79","green","ovate","serrate","wrinkle","thick","Yes","blister","heading","Yes"
"943",943,"dark brown","NA","170","54","green","oblong","entire","slight wrinkle","normal","Yes","blister","loose leaf","No"
"944",944,"black","NA","130","54","dark green","lanceolate","entire","slight wrinkle","thick","No","slight blister","loose leaf","No"
"945",945,"white","NA","100","61","green","oblong","entire","smooth","normal","Yes","slight blister","heading","Yes"
"946",946,"dark brown","NA","150","54","dark green","oblong","entire","smooth","thick","No","smooth","loose leaf","No"
"947",947,"light brown","tipburn","140","58","light green","orbicular","entire","wrinkle","normal","No","slight blister","closed heading","Yes"
"948",948,"dark brown","NA","170","54","green","ovate","serrate","slight wrinkle","normal","No","smooth","loose leaf","No"
"949",949,"dark brown","NA","150","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","No"
"950",950,"black","NA","200","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","No"
"951",951,"dark brown","NA","210","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","No"
"952",952,"black","NA","210","54","dark green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","No"
"953",953,"black","NA","145","63","light green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","No"
"954",954,"light brown","NA","180","79","dark green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","No"
"955",955,"dark brown","NA","120","75","light purple","lanceolate","entire","slight wrinkle","normal","No","blister","loose leaf","Yes"
"956",956,"light brown","NA","145","64","dark green","ovate","serrate","wrinkle","normal","No","blister","loose leaf","No"
"957",957,"black","NA","110","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","Yes"
"958",958,"white","NA","150","54","green","oblong","entire","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"959",959,"light brown","NA","220","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","No"
"960",960,"white","NA","100","69","dark green","ovate","serrate","wrinkle","normal","No","smooth","loose leaf","No"
"961",961,"light brown","normal","180","81","green","orbicular","serrate","slight wrinkle","normal","Yes","slight blister","heading","Yes"
"962",962,"black","NA","160","49","dark green","oblong","entire","slight wrinkle","normal","Yes","slight blister","loose leaf","Yes"
"963",963,"black","NA","160","49","green","lanceolate","entire","smooth","normal","No","slight blister","loose leaf","Yes"
"964",964,"white","NA","100","64","dark purple","ovate","serrate","wrinkle","normal","No","blister","loose leaf","No"
"965",965,"white","NA","140","70","green","oblong","crenate","wrinkle","normal","Yes","slight blister","closed heading","Yes"
"966",966,"black","NA","170","68","green","oblong","crenate","slight wrinkle","thick","Yes","slight blister","closed heading","Yes"
"967",967,"black","NA","150","NA","dark green","lanceolate","dissected","smooth","normal","No","slight blister","loose leaf","No"
"968",968,"light brown","NA","140","70","dark purple","ovate","crenate","wrinkle","normal","No","blister","loose leaf","No"
"969",969,"dark brown","NA","230","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","No"
"970",970,"white","NA","140","54","dark green","oblong","crenate","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"971",971,"black","NA","90","63","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","heading","Yes"
"972",972,"dark brown","NA","120","58","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","Yes"
"973",973,"white","NA","115","80","green","orbicular","serrate","slight wrinkle","thick","Yes","slight blister","heading","Yes"
"974",974,"white","NA","80","63","dark green","oblong","crenate","slight wrinkle","thick","Yes","blister","closed heading","No"
"975",975,"white","NA","105","49","green","orbicular","serrate","slight wrinkle","normal","Yes","slight blister","heading","Yes"
"976",976,"dark brown","NA","155","71","dark green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","No"
"977",977,"black","NA","NA","NA","light green","orbicular","crenate","slight wrinkle","thick","Yes","slight blister","heading","Yes"
"978",978,"light brown","NA","95","71","green","orbicular","serrate","slight wrinkle","normal","Yes","slight blister","heading","Yes"
"979",979,"black","NA","115","64","green","ovate","laciniate","wrinkle","normal","No","slight blister","loose leaf","No"
"980",980,"light brown","NA","115","63","dark green","orbicular","entire","slight wrinkle","thick","Yes","slight blister","heading","Yes"
"981",981,"black","NA","125","81","green","orbicular","serrate","slight wrinkle","thick","Yes","slight blister","heading","No"
"982",982,"white","NA","145","63","dark green","ovate","entire","slight wrinkle","thick","Yes","slight blister","heading","Yes"
"983",983,"white","NA","180","64","green","oblong","serrate","slight wrinkle","normal","No","blister","loose leaf","Yes"
"984",984,"dark brown","NA","165","54","dark green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","No"
"985",985,"dark brown","NA","140","70","dark green","oblong","serrate","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"986",986,"black","NA","170","69","dark green","oblong","crenate","slight wrinkle","normal","No","blister","loose leaf","No"
"987",987,"light brown","NA","140","64","green","orbicular","serrate","slight wrinkle","normal","Yes","slight blister","heading","Yes"
"988",988,"light brown","NA","145","63","light green","ovate","serrate","wrinkle","normal","No","slight blister","loose leaf","No"
"989",989,"black","NA","NA","73","dark green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","No"
"990",990,"dark brown","NA","155","71","dark green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","No"
"991",991,"light brown","NA","200","69","light green","lanceolate","dissected","smooth","normal","No","smooth","loose leaf","Yes"
"992",992,"white","NA","145","68","green","oblong","crenate","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"993",993,"light brown","NA","130","63","dark purple","ovate","serrate","slight wrinkle","normal","No","blister","loose leaf","No"
"994",994,"black","NA","140","54","light purple","ovate","laciniate","wrinkle","normal","No","slight blister","loose leaf","No"
"995",995,"white","NA","145","70","green","oblong","serrate","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"996",996,"white","NA","110","63","green","orbicular","entire","slight wrinkle","normal","Yes","slight blister","closed heading","Yes"
"997",997,"black","NA","120","49","green","oblong","crenate","slight wrinkle","normal","Yes","blister","closed heading","Yes"
"998",998,"dark brown","NA","160","54","dark green","lanceolate","serrate","smooth","normal","No","smooth","loose leaf","No"
"999",999,"light brown","NA","145","54","dark green","lanceolate","serrate","smooth","normal","No","smooth","loose leaf","No"
"1000",1000,"white","NA","180","63","green","lanceolate","laciniate","slight wrinkle","normal","Yes","slight blister","closed heading","No"
"1001",1001,"black","NA","145","63","dark green","oblong","entire","slight wrinkle","normal","Yes","blister","closed heading","Yes"
"1002",1002,"black","NA","180","54","dark green","oblong","serrate","slight wrinkle","normal","No","slight blister","loose leaf","No"
"1003",1003,"black","NA","145","70","green","orbicular","serrate","slight wrinkle","normal","Yes","slight blister","heading","Yes"
"1004",1004,"black","NA","180","58","dark green","lanceolate","serrate","smooth","normal","No","smooth","loose leaf","No"
"1005",1005,"light brown","NA","145","49","dark green","orbicular","serrate","wrinkle","normal","No","blister","loose leaf","Yes"
"1006",1006,"black","NA","100","70","light green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1007",1007,"black","NA","125","49","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1008",1008,"white","NA","135","63","light green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1009",1009,"white","NA","130","69","green","oblong","crenate","smooth","thick","No","slight blister","closed heading","Yes"
"1010",1010,"light brown","NA","130","49","dark green","oblong","entire","smooth","thick","No","slight blister","closed heading","Yes"
"1011",1011,"white","NA","115","80","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1012",1012,"white","NA","125","81","light green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1013",1013,"white","NA","115","70","green","oblong","entire","slight wrinkle","normal","No","slight blister","closed heading","Yes"
"1014",1014,"white","NA","140","54","light green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1015",1015,"white","NA","NA","68","dark green","oblong","dissected","smooth","normal","No","slight blister","loose leaf","Yes"
"1016",1016,"white","NA","145","54","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1017",1017,"white","NA","145","49","light green","oblong","crenate","slight wrinkle","normal","No","slight blister","closed heading","Yes"
"1018",1018,"white","NA","170","54","green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"1019",1019,"white","NA","135","70","light green","oblong","entire","smooth","thin","No","slight blister","closed heading","Yes"
"1020",1020,"white","NA","115","68","dark green","oblong","crenate","smooth","thick","No","slight blister","closed heading","Yes"
"1021",1021,"white","NA","NA","64","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1022",1022,"white","NA","160","49","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1023",1023,"white","NA","120","70","green","oblong","entire","smooth","thick","No","slight blister","closed heading","Yes"
